Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Dep_Hr,Dep_Min,Arr_Hr,Arr_Min,Duration_Hr,Duration_Min
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40,9:45,1,No Info,13731,24,05,2019,18,55,04,40,9,45
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50,23:50,1,In-flight meal not included,7064,1,04,2019,20,00,19,50,23,50
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,19:10,13:25,1,No Info,16736,06,03,2019,05,45,19,10,13,25
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,10:05,14:5,1,In-flight meal not included,8586,15,05,2019,20,00,10,05,14,5
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:00,13h,1,No Info,11789,15,06,2019,06,00,19,00,13h,
IndiGo,24/05/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2:35,0,No Info,5224,24,05,2019,11,30,14,05,2,35
IndiGo,15/05/2019,Delhi,Cochin,DEL → COK,21:05,00:20,3:15,0,No Info,6834,15,05,2019,21,05,00,20,3,15
IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30,9:30,1,No Info,6316,15,06,2019,16,00,01,30,9,30
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,18:50,32:5,2,No Info,11869,21,03,2019,10,45,18,50,32,5
Air Asia,6/03/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20,2:30,0,No Info,4384,6,03,2019,22,50,01,20,2,30
IndiGo,21/04/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2:30,0,No Info,5644,21,04,2019,14,25,16,55,2,30
Air India,9/03/2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15,23h,2,No Info,19681,9,03,2019,20,15,19,15,23h,
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30,15:30,1,No Info,13377,6,06,2019,10,00,01,30,15,30
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,21:20,11:35,2,No Info,10090,9,03,2019,09,45,21,20,11,35
Jet Airways,6/03/2019,Mumbai,Hyderabad,BOM → IDR → DEL → HYD,17:50,16:50,23h,2,No Info,20845,6,03,2019,17,50,16,50,23h,
Vistara,24/06/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2:35,0,No Info,4878,24,06,2019,17,00,19,35,2,35
IndiGo,1/06/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1:30,0,No Info,2227,1,06,2019,21,20,22,50,1,30
IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8:35,1,No Info,6442,18,05,2019,07,35,16,10,8,35
SpiceJet,27/05/2019,Banglore,Delhi,BLR → DEL,21:10,00:05,2:55,0,No check-in baggage included,3257,27,05,2019,21,10,00,05,2,55
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2:45,0,In-flight meal not included,7229,15,06,2019,06,00,08,45,2,45
Air India,1/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,20:30,13:45,17:15,2,No Info,15164,1,05,2019,20,30,13,45,17,15
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,10:10,13:00,2:50,0,No Info,10067,24,03,2019,10,10,13,00,2,50
Air India,15/03/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,0,No Info,5674,15,03,2019,14,10,17,10,3h,
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,10:25,20:20,1,No Info,20800,01,03,2019,14,05,10,25,20,20
IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,15:40,1,No Info,7144,18,05,2019,06,50,22,30,15,40
Air India,27/05/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2:50,0,No Info,6094,27,05,2019,05,10,08,00,2,50
Jet Airways,18/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1:30,0,In-flight meal not included,4050,18,05,2019,10,20,11,50,1,30
SpiceJet,24/06/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2:15,0,No check-in baggage included,3859,24,06,2019,09,45,12,00,2,15
Jet Airways,21/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,10:20,18:50,32:30,2,No Info,11664,21,03,2019,10,20,18,50,32,30
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:10,21:20,14:10,2,In-flight meal not included,7731,6,03,2019,07,10,21,20,14,10
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,9:35,1,No Info,12692,12,06,2019,09,35,19,10,9,35
Air India,18/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25,20:10,2,No Info,11307,18,05,2019,13,15,09,25,20,10
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40,7:30,1,In-flight meal not included,8586,9,06,2019,21,10,04,40,7,30
IndiGo,21/03/2019,Banglore,New Delhi,BLR → STV → DEL,11:20,15:25,4:5,1,No Info,5746,21,03,2019,11,20,15,25,4,5
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11:15,1,No Info,13378,21,03,2019,08,00,19,15,11,15
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,17:00,19:45,2:45,0,No Info,7486,24,03,2019,17,00,19,45,2,45
SpiceJet,6/03/2019,Chennai,Kolkata,MAA → CCU,09:30,12:05,2:35,0,No Info,7298,6,03,2019,09,30,12,05,2,35
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,9:20,1,No Info,7005,12,06,2019,11,40,21,00,9,20
IndiGo,12/05/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2:35,0,No Info,4804,12,05,2019,17,15,19,50,2,35
IndiGo,9/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,12:55,8:10,1,No Info,16162,9,03,2019,04,45,12,55,8,10
IndiGo,24/04/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2:55,0,No Info,3419,24,04,2019,00,30,03,25,2,55
Air Asia,1/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8:20,2,No Info,5192,1,05,2019,15,10,23,30,8,20
Air Asia,15/04/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2:35,0,No Info,4409,15,04,2019,10,20,12,55,2,35
Jet Airways,18/04/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,No Info,7229,18,04,2019,08,20,11,20,3h,
IndiGo,15/03/2019,Banglore,New Delhi,BLR → HYD → DEL,16:55,21:50,4:55,1,No Info,5397,15,03,2019,16,55,21,50,4,55
Jet Airways,15/04/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1,In-flight meal not included,6542,15,04,2019,14,00,19,00,5h,
GoAir,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:25,19:20,8:55,1,No Info,5281,27,03,2019,10,25,19,20,8,55
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,6:25,1,No Info,8266,6,06,2019,12,50,19,15,6,25
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1,In-flight meal not included,10262,12,06,2019,14,00,19,00,5h,
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:25,24:5,1,No Info,11105,24,03,2019,20,20,20,25,24,5
Jet Airways,3/04/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,In-flight meal not included,4544,3,04,2019,08,20,11,20,3h,
Air India,6/03/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2:30,0,No Info,4960,6,03,2019,14,15,16,45,2,30
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,05:05,20:10,1,No Info,16736,06,03,2019,08,55,05,05,20,10
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30,15:30,1,No Info,13377,1,06,2019,10,00,01,30,15,30
SpiceJet,18/05/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1:30,0,No Info,2227,18,05,2019,13,15,14,45,1,30
Air India,15/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1:20,0,No Info,3100,15,03,2019,06,20,07,40,1,20
Air India,9/06/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1:20,0,No Info,3100,9,06,2019,21,05,22,25,1,20
SpiceJet,18/05/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2:35,0,No Info,3873,18,05,2019,06,55,09,30,2,35
IndiGo,3/03/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:35,1:30,0,No Info,5232,3,03,2019,20,05,21,35,1,30
Jet Airways,27/05/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3:5,0,In-flight meal not included,3359,27,05,2019,18,55,22,00,3,5
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,07:10,10:05,2:55,0,No Info,6144,24,03,2019,07,10,10,05,2,55
IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:00,4:25,1,No Info,7725,6,03,2019,07,35,12,00,4,25
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,21:05,23:55,2:50,0,No Info,4441,24,03,2019,21,05,23,55,2,50
Air India,27/06/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15,38h,3,No Info,10703,27,06,2019,05,15,19,15,38h,
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05,12:55,1,In-flight meal not included,8529,12,06,2019,21,10,10,05,12,55
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,04:00,13:20,9:20,1,No Info,14973,3,03,2019,04,00,13,20,9,20
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11:25,1,No Info,14571,24,05,2019,08,25,19,50,11,25
SpiceJet,3/06/2019,Banglore,Delhi,BLR → DEL,21:10,00:05,2:55,0,No check-in baggage included,3257,3,06,2019,21,10,00,05,2,55
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,23:00,6:5,1,In-flight meal not included,11087,18,03,2019,16,55,23,00,6,5
SpiceJet,1/04/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2:35,0,No Info,3873,1,04,2019,06,55,09,30,2,35
SpiceJet,15/04/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2:50,0,No Info,4423,15,04,2019,09,30,12,20,2,50
Air India,3/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40,20:45,2,No Info,11753,3,06,2019,10,55,07,40,20,45
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7:5,1,No Info,14571,24,05,2019,16,30,23,35,7,5
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1,No Info,8475,3,06,2019,06,00,21,00,15h,
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,10:05,14:5,1,No Info,13941,1,05,2019,20,00,10,05,14,5
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:00,23:15,1,No Info,16079,21,05,2019,19,45,19,00,23,15
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,04:00,18:50,14:50,1,No Info,13399,6,03,2019,04,00,18,50,14,50
Air India,6/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15,26:35,2,No Info,9653,6,06,2019,16,40,19,15,26,35
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1,No Info,14714,6,06,2019,10,00,19,00,9h,
Air Asia,18/06/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2:45,0,No Info,3383,18,06,2019,11,10,13,55,2,45
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,08:15,18:10,1,No Info,22270,01,03,2019,14,05,08,15,18,10
Vistara,3/03/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2:15,0,No Info,5944,3,03,2019,07,05,09,20,2,15
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15,13:20,1,In-flight meal not included,9663,12,05,2019,18,55,08,15,13,20
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,9:20,1,No Info,7740,1,06,2019,11,40,21,00,9,20
Air India,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,23:15,26:45,1,No Info,7211,1,04,2019,20,30,23,15,26,45
Jet Airways,1/04/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3:5,0,No Info,7229,1,04,2019,18,55,22,00,3,5
IndiGo,6/04/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2:35,0,No Info,4174,6,04,2019,11,30,14,05,2,35
Air India,15/03/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2:30,0,No Info,5170,15,03,2019,14,15,16,45,2,30
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,18:50,9:40,1,No Info,15135,3,03,2019,09,10,18,50,9,40
SpiceJet,9/04/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,5:15,1,No Info,4649,9,04,2019,15,05,20,20,5,15
Vistara,1/05/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2:40,0,No Info,4668,1,05,2019,07,00,09,40,2,40
Air India,12/06/2019,Delhi,Cochin,DEL → MAA → COK,20:40,09:25,12:45,1,No Info,7480,12,06,2019,20,40,09,25,12,45
Air India,18/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2:45,0,No Info,6121,18,04,2019,17,00,19,45,2,45
Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00,19:55,2,No Info,15129,27,05,2019,23,05,19,00,19,55
Air India,6/05/2019,Kolkata,Banglore,CCU → GAU → BLR,09:50,21:05,11:15,1,No Info,7452,6,05,2019,09,50,21,05,11,15
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,10:55,25:20,1,In-flight meal not included,10539,6,06,2019,09,35,10,55,25,20
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,22:20,01:10,2:50,0,No Info,7648,03,03,2019,22,20,01,10,2,50
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2:55,0,No Info,3925,24,03,2019,09,35,12,30,2,55
IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2:20,0,No Info,3597,15,06,2019,13,15,15,35,2,20
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,10:05,15:10,1,In-flight meal not included,8586,1,05,2019,18,55,10,05,15,10
Air India,27/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,19:15,26:20,2,No Info,13591,27,06,2019,16,55,19,15,26,20
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9:5,1,No Info,9646,1,06,2019,07,05,16,10,9,5
Vistara,6/05/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2:50,0,No Info,4668,6,05,2019,09,45,12,35,2,50
Air India,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,10:00,20:25,10:25,1,No Info,10203,9,05,2019,10,00,20,25,10,25
Air India,24/03/2019,Banglore,New Delhi,BLR → COK → DEL,06:55,13:20,6:25,1,No Info,7932,24,03,2019,06,55,13,20,6,25
Air India,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55,15:5,1,No Info,7893,1,04,2019,16,50,07,55,15,5
Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13:30,2,In-flight meal not included,13029,9,05,2019,05,30,19,00,13,30
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35,27:35,1,In-flight meal not included,10262,12,06,2019,09,00,12,35,27,35
IndiGo,12/06/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4:25,1,No Info,3574,12,06,2019,19,20,23,45,4,25
Air Asia,3/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,22:25,14:30,1,No Info,8759,3,06,2019,07,55,22,25,14,30
Jet Airways,03/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,07:40,23:40,1,In-flight meal not included,13502,03,03,2019,08,00,07,40,23,40
Air India,18/05/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35,24h,1,No Info,6528,18,05,2019,14,35,14,35,24h,
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,15:05,04:25,13:20,1,In-flight meal not included,6017,27,03,2019,15,05,04,25,13,20
Vistara,9/04/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,2:45,0,No Info,5613,9,04,2019,19,30,22,15,2,45
Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1:30,0,No Info,8040,27,06,2019,08,45,10,15,1,30
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,04:00,06:50,2:50,0,No Info,5694,24,03,2019,04,00,06,50,2,50
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00,25:30,1,In-flight meal not included,12898,21,05,2019,17,30,19,00,25,30
Air Asia,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11:50,1,No Info,5192,12,06,2019,07,35,19,25,11,50
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,19:00,28h,1,No Info,14714,1,06,2019,15,00,19,00,28h,
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,23:00,17:15,1,No Info,13817,12,03,2019,05,45,23,00,17,15
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1,No Info,14714,15,06,2019,09,00,19,00,10h,
IndiGo,12/05/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2:20,0,No Info,3597,12,05,2019,19,35,21,55,2,20
Air India,9/05/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2:50,0,No Info,6121,9,05,2019,13,20,16,10,2,50
Air India,9/06/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,05:35,12:45,2,No Info,11642,9,06,2019,16,50,05,35,12,45
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,04:25,12:25,1,No Info,15764,6,03,2019,16,00,04,25,12,25
IndiGo,1/06/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2:35,0,No Info,4804,1,06,2019,04,40,07,15,2,35
Air India,27/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,8:20,2,No Info,13223,27,05,2019,10,55,19,15,8,20
IndiGo,24/06/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2:25,0,No Info,3858,24,06,2019,11,35,14,00,2,25
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,01:30,15:10,1,No Info,6795,3,06,2019,10,20,01,30,15,10
Air Asia,9/03/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:15,5:30,1,No Info,8327,9,03,2019,16,45,22,15,5,30
Air India,21/05/2019,Delhi,Cochin,DEL → BLR → COK,09:30,23:00,13:30,1,No Info,8907,21,05,2019,09,30,23,00,13,30
IndiGo,9/06/2019,Kolkata,Banglore,CCU → GAU → BLR,15:10,20:30,5:20,1,No Info,7095,9,06,2019,15,10,20,30,5,20
Air India,21/03/2019,Delhi,Cochin,DEL → BOM → COK,21:00,07:40,10:40,1,No Info,6902,21,03,2019,21,00,07,40,10,40
Jet Airways,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35,17:5,2,In-flight meal not included,13029,21,05,2019,19,30,12,35,17,5
Air India,9/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9:15,1,No Info,8372,9,05,2019,10,00,19,15,9,15
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11:25,1,In-flight meal not included,10844,24,05,2019,08,25,19,50,11,25
Air Asia,6/03/2019,Kolkata,Banglore,CCU → BLR,19:35,22:05,2:30,0,No Info,4384,6,03,2019,19,35,22,05,2,30
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,12:30,1,No Info,12121,15,05,2019,09,35,22,05,12,30
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25,28:50,1,No Info,11467,21,05,2019,09,35,14,25,28,50
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2:55,0,No Info,6860,03,03,2019,20,00,22,55,2,55
Air India,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9:15,1,No Info,11241,15,06,2019,10,00,19,15,9,15
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,20:40,24:55,1,No Info,13759,24,03,2019,19,45,20,40,24,55
IndiGo,1/05/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3:40,1,No Info,4226,1,05,2019,19,35,23,15,3,40
IndiGo,9/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30,9:30,1,No Info,9274,9,05,2019,16,00,01,30,9,30
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1,No Info,12192,27,06,2019,08,00,19,00,11h,
IndiGo,9/06/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2:45,0,No Info,4804,9,06,2019,09,35,12,20,2,45
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,12:35,25:5,1,In-flight meal not included,10262,27,06,2019,11,30,12,35,25,5
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35,23:35,1,In-flight meal not included,10262,15,06,2019,13,00,12,35,23,35
IndiGo,9/06/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1:30,0,No Info,3175,9,06,2019,16,55,18,25,1,30
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,12:35,19:5,1,In-flight meal not included,12898,27,05,2019,17,30,12,35,19,5
Jet Airways,21/06/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3:15,0,No Info,9564,21,06,2019,11,00,14,15,3,15
Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,19:00,29:35,2,No Info,12819,27,06,2019,13,25,19,00,29,35
Air India,24/03/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,09:10,07:55,22:45,2,No Info,15187,24,03,2019,09,10,07,55,22,45
Air India,24/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45,28:20,2,No Info,12802,24,05,2019,09,25,13,45,28,20
IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,09:35,12:10,2:35,0,No Info,4804,3,06,2019,09,35,12,10,2,35
SpiceJet,9/03/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,No Info,6300,9,03,2019,17,45,20,05,2,20
SpiceJet,27/05/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2:30,0,No Info,3873,27,05,2019,17,10,19,40,2,30
IndiGo,1/06/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2:35,0,No Info,5224,1,06,2019,17,15,19,50,2,35
Air India,15/04/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2:50,0,No Info,5228,15,04,2019,21,05,23,55,2,50
Air India,12/03/2019,Mumbai,Hyderabad,BOM → BLR → HYD,09:15,09:15,24h,1,No Info,8065,12,03,2019,09,15,09,15,24h,
Air India,3/04/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2:50,0,No Info,4441,3,04,2019,21,05,23,55,2,50
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8:40,1,No Info,7354,3,06,2019,10,35,19,15,8,40
Air India,21/05/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2:50,0,No Info,6094,21,05,2019,05,10,08,00,2,50
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00,16h,1,In-flight meal not included,7064,1,04,2019,20,00,12,00,16h,
Jet Airways,9/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,04:25,18:50,2,No Info,13292,9,06,2019,09,35,04,25,18,50
Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35,22h,2,No Info,13376,12,06,2019,14,35,12,35,22h,
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,18:50,32:5,2,In-flight meal not included,7791,21,03,2019,10,45,18,50,32,5
Air India,12/06/2019,Delhi,Cochin,DEL → MAA → COK,12:30,09:25,20:55,1,No Info,7480,12,06,2019,12,30,09,25,20,55
IndiGo,15/05/2019,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4:50,1,No Info,5069,15,05,2019,08,10,13,00,4,50
SpiceJet,18/06/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2:50,0,No check-in baggage included,3257,18,06,2019,09,30,12,20,2,50
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,12:50,01:30,12:40,1,No Info,34273,9,05,2019,12,50,01,30,12,40
Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00,23:50,2,No Info,16704,18,05,2019,19,10,19,00,23,50
Air India,9/05/2019,Kolkata,Banglore,CCU → JAI → DEL → BLR,08:20,23:15,14:55,2,No Info,11432,9,05,2019,08,20,23,15,14,55
Air India,12/03/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1:20,0,No Info,4307,12,03,2019,21,05,22,25,1,20
Jet Airways,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35,17:5,2,In-flight meal not included,13029,27,05,2019,19,30,12,35,17,5
Air India,21/05/2019,Mumbai,Hyderabad,BOM → HYD,15:00,16:25,1:25,0,No Info,3100,21,05,2019,15,00,16,25,1,25
